Person_ID,Family_Line_ID,Generation,First_Name,Gender,Ethnicity,Mother_ID,Father_ID,Spouse_ID,Shared_Ancestry_Key,DOB,DOD,Longevity_Avg_Lifespan,Generation_Avg_Lifespan,Cause_of_Death,Eye_Color,Hair_Color,Skin_Tone,Blood_Group,Birthmark,Freckles,Baldness,Beard_Style_Trend,Condition_Diabetes,Condition_Heart_Issue,Condition_Asthma,Condition_Color_Blindness,Left_Handed,Is_Twin,Nature_of_Person,Recipes_Cuisine,Family_Traditions,Native_Location,Migration_Path,Socioeconomic_Status,Education_Level,Other_Disease,Passion,Disability,Email,Password
P0782,F03,1,Person_782,F,African,N/A,N/A,N/A,FGEBIB,01-01-1918,01-01-2008,90,83.27751196,Accident,Blue,Brown,Medium,O,No,Yes,No,N/A,No,No,No,No,No,No,Extrovert,Festive_F3,Festival_U1,Village_9,,High,PhD,,,,person782.p0782@kulsetufamily.com,ffab74f2b0a80d5209772d925ebdda00ce8b7048e0f5b11d2418db2cb44e72f1
P0783,F02,1,Person_783,F,Mixed,N/A,N/A,N/A,JJGDIH,01-01-1903,31-12-1984,82,84.40932642,Old Age,Blue,Red,Medium,O,No,No,No,N/A,No,No,No,No,No,No,Aggressive,Sweet_R1,Festival_U1,City_4,,Low,Bachelor's,,,,person783.p0783@kulsetufamily.com,cb58faefd4f9ffd8dfb3ebd7b3311bb96c27ba787686cce7c54806e8a1b8e1d6
P0784,F02,1,Person_784,M,South Asian,N/A,N/A,N/A,EJHBAG,01-01-1920,31-12-2004,85,84.40932642,Infection,Blue,Black,Medium,A,No,No,No,Full Beard,No,No,No,No,Yes,No,Artistic,Festive_F2,Festival_U1,Village_8,,Medium,PhD,,,,person784.p0784@kulsetufamily.com,708790575d3d1aa3fee2449793333b61032164b8e78381caa874d418f7627033
P0785,F01,1,Person_785,M,East Asian,N/A,N/A,N/A,EEEABG,01-01-1910,01-01-1990,80,84.55913978,Infection,Blue,Gray,Medium,O,Yes,Yes,No,Full Beard,No,No,No,No,Yes,No,Extrovert,Festive_F2,Festival_U2,City_9,,Medium,High School,,,,person785.p0785@kulsetufamily.com,2fbe2335f5e12aea051d8081edb62d6a442375be3b65632073e8538c531fc106
P0786,F04,1,Person_786,M,Mixed,N/A,N/A,N/A,AFHFFA,01-01-1901,01-01-1981,80,82.9787234,Old Age,Blue,Blonde,Medium,A,No,No,No,Moustache,No,No,No,No,Yes,No,Calm,Festive_F1,Ritual_S2,City_3,,Low,PhD,,,,person786.p0786@kulsetufamily.com,20ce6f49c2b1cd96cf18b1f1fb68ea35ba0c4bcd07ce4a1725c375147403e776
P0787,F05,1,Person_787,M,South Asian,N/A,N/A,N/A,HHEEAA,01-01-1914,01-01-1991,77,82.87634409,Infection,Green,Gray,Dark,O,No,No,No,Moustache,No,No,No,No,Yes,No,Calm,Sweet_R2,Festival_U1,City_2,,High,PhD,,,,person787.p0787@kulsetufamily.com,fc6c204faa8ab4802a582f18533f5a2bf79dd91b2b9953b1f7936db58efa0a8b
P0788,F02,1,Person_788,M,South Asian,N/A,N/A,N/A,FJBDJH,01-01-1919,01-01-2007,88,84.40932642,Infection,Green,Red,Medium,B,No,No,No,Full Beard,No,No,No,No,No,No,Spiritual,Festive_F2,Festival_U2,Village_7,,Medium,Bachelor's,,,,person788.p0788@kulsetufamily.com,b1cec1140f3a8f5a5c988095fd1c1f9f0de2c4eb293c27f5361278382ebb8edd
P0789,F04,1,Person_789,M,Mixed,N/A,N/A,N/A,AGJIJA,01-01-1901,01-01-1993,92,82.9787234,Old Age,Hazel,Red,Dark,O,No,No,No,Moustache,No,No,Yes,No,Yes,No,Extrovert,Sweet_R2,Festival_U2,City_7,,Low,High School,,,,person789.p0789@kulsetufamily.com,68c497b0219f2dba5bfe68b46579b634ab2e4cb2ef7e6956d401663b6fb9aa37
P0790,F04,1,Person_790,M,Mixed,N/A,N/A,N/A,ADAAHH,01-01-1916,31-12-1990,75,82.9787234,Accident,Hazel,Gray,Light,A,No,No,No,Full Beard,No,No,No,No,Yes,No,Calm,Festive_F1,Festival_U1,Village_3,,Medium,Bachelor's,,,,person790.p0790@kulsetufamily.com,71f835eee54b524d1342fdf7b6b148ce71ad058f66fc1394ffe7c8f68fbae94b
P0791,F01,1,Person_791,F,Mixed,N/A,N/A,N/A,AIJIHJ,01-01-1913,01-01-2006,93,84.55913978,Accident,Blue,Red,Dark,A,No,No,No,N/A,No,No,No,No,Yes,No,Introvert,Sweet_R2,Ritual_S2,Village_5,,Medium,High School,,,,person791.p0791@kulsetufamily.com,499a8f1603556c4048c72e5406d3f2347341f6dd21432768e5743717f5aca2c3
P0792,F02,1,Person_792,F,African,N/A,N/A,N/A,FFCGEF,01-01-1908,31-12-1982,75,84.40932642,Old Age,Blue,Brown,Medium,O,No,No,No,N/A,No,No,No,No,No,No,Calm,Sweet_R3,Ritual_S2,Village_4,,Medium,Bachelor's,,,,person792.p0792@kulsetufamily.com,ad8db811932d2eac24d9b89f0087df80a81e7cd60a7855faa388208c25a5c303
P0793,F01,1,Person_793,F,East Asian,N/A,N/A,N/A,FHIFGF,01-01-1900,01-01-1986,86,84.55913978,Infection,Blue,Brown,Medium,B,No,No,No,N/A,No,No,No,No,No,No,Calm,Sweet_R3,Festival_U2,Village_9,,High,Bachelor's,,,,person793.p0793@kulsetufamily.com,2db36bc8a64e42a3d0abe7e149e0beffbc853d34900121dbdc257534fcca7db1
P0794,F05,1,Person_794,M,East Asian,N/A,N/A,N/A,EJIHIE,01-01-1904,31-12-1978,75,82.87634409,Infection,Hazel,Black,Medium,O,No,No,No,Moustache,No,No,No,No,Yes,No,Aggressive,Sweet_R3,Festival_U1,City_3,,Low,Bachelor's,,,,person794.p0794@kulsetufamily.com,48743c5c18a7cbc9e00809aa8622b88e903514b13ea34d8e69c1a4ddb810a6fc
P0795,F04,1,Person_795,M,East Asian,N/A,N/A,N/A,CCGCEH,01-01-1919,01-01-1991,72,82.9787234,Accident,Hazel,Black,Dark,A,No,No,No,Moustache,No,Yes,No,No,No,No,Extrovert,Festive_F1,Festival_U3,Village_2,,High,Bachelor's,,,,person795.p0795@kulsetufamily.com,ba54db7bf73777e425154c366cdf02b81ff985439f4f39ea6cdf3902e944012e
P0796,F02,1,Person_796,M,East Asian,N/A,N/A,N/A,EHFFJA,01-01-1902,31-12-1988,87,84.40932642,Old Age,Blue,Red,Medium,B,No,No,No,Moustache,No,No,No,No,No,No,Introvert,Festive_F2,Ritual_S3,City_8,,High,Bachelor's,,,,person796.p0796@kulsetufamily.com,f2370eb653e5f5e32ebbbcaeb791a2c510483827faf5f4867eab9e4aff59ac8d
P0797,F01,1,Person_797,F,Mixed,N/A,N/A,N/A,AAFIEI,01-01-1918,01-01-2011,93,84.55913978,Infection,Blue,Brown,Dark,AB,Yes,No,No,N/A,No,No,No,No,No,No,Calm,Sweet_R2,Ritual_S3,City_6,,High,Bachelor's,,,,person797.p0797@kulsetufamily.com,2672b2118c52db260fa151c14ddae147cab5f61ec3b7303237953272e071da69
P0798,F01,1,Person_798,M,Mixed,N/A,N/A,N/A,JGEAGH,01-01-1916,31-12-2004,89,84.55913978,Infection,Blue,Blonde,Light,AB,No,No,Yes,Full Beard,No,No,No,No,No,No,Aggressive,Sweet_R1,Festival_U1,Village_8,,Low,PhD,,,,person798.p0798@kulsetufamily.com,d29d50dd9914fb209197a150f4bb70639b72027eb9fd27ff7c5ab48bca93faff
P0799,F04,1,Person_799,F,East Asian,N/A,N/A,N/A,AHGAAG,01-01-1906,01-01-1988,82,82.9787234,Accident,Green,Brown,Dark,A,No,No,No,N/A,No,No,No,No,Yes,No,Aggressive,Sweet_R1,Ritual_S2,City_4,,Medium,PhD,,,,person799.p0799@kulsetufamily.com,67c3fe0b066f7967b1c2b3ae44e1a2ec5a08191bdb7796cbaaf9854cb08a9757
P0800,F02,1,Person_800,F,African,N/A,N/A,N/A,HJFEED,01-01-1909,01-01-1995,86,84.40932642,Accident,Brown,Gray,Dark,O,Yes,No,No,N/A,No,No,No,No,Yes,No,Calm,Festive_F3,Ritual_S2,Village_8,,Low,Bachelor's,,,,person800.p0800@kulsetufamily.com,509988f799608073d2b6417dd02201826fec0187500603593418b1156202a750
P0801,F01,1,Person_801,M,Mixed,N/A,N/A,N/A,CEBABB,01-01-1909,01-01-1990,81,84.55913978,Infection,Hazel,Red,Dark,A,No,No,No,Moustache,No,No,No,No,Yes,No,Extrovert,Sweet_R3,Festival_U2,Village_5,,Low,High School,,,,person801.p0801@kulsetufamily.com,07ccc02dec2c95e80239ef85216e2c75644d1b095eef7b3414a82cae926dc51a
P0802,F05,1,Person_802,M,Western European,N/A,N/A,N/A,IBDIEB,01-01-1917,01-01-1992,75,82.87634409,Accident,Green,Blonde,Light,O,No,Yes,No,Full Beard,No,No,No,No,Yes,No,Introvert,Festive_F3,Festival_U1,Village_8,,Low,Bachelor's,,,,person802.p0802@kulsetufamily.com,f1d35db4a0bdb9f64c58418ea6298cc024e1e06519747bd376103b8443104db7
P0803,F05,1,Person_803,M,Mixed,N/A,N/A,N/A,AGFJGG,01-01-1919,31-12-1997,79,82.87634409,Accident,Hazel,Black,Light,A,No,No,No,Moustache,No,No,No,No,No,No,Spiritual,Sweet_R3,Festival_U1,Village_8,,Low,High School,,,,person803.p0803@kulsetufamily.com,a9e86a3263df4c929d42b619a9a771aebc7a93fd58bc2a8377a1f4938939ee9a
P0804,F01,1,Person_804,M,Mixed,N/A,N/A,N/A,ACJHIH,01-01-1908,01-01-1992,84,84.55913978,Infection,Hazel,Brown,Dark,AB,Yes,No,No,Moustache,No,No,Yes,No,Yes,No,Extrovert,Festive_F1,Ritual_S2,Village_1,,High,Bachelor's,,,,person804.p0804@kulsetufamily.com,7ab1eac9dc584b9ea68a7527652482ef1df679d1ed6df4df704dcbf04538744a
P0805,F02,1,Person_805,M,East Asian,N/A,N/A,N/A,IHEADE,01-01-1903,31-12-1989,87,84.40932642,Old Age,Hazel,Blonde,Medium,AB,No,No,No,Moustache,No,No,No,No,No,No,Extrovert,Festive_F3,Ritual_S3,City_5,,Low,Bachelor's,,,,person805.p0805@kulsetufamily.com,434887fca385afb6a4ade33c212b3edf514b9fe320191a6e001bfc46d824797e
P0806,F05,1,Person_806,F,Western European,N/A,N/A,N/A,FBHEAD,01-01-1902,31-12-1996,95,82.87634409,Old Age,Green,Blonde,Medium,O,No,No,No,N/A,No,No,No,No,Yes,No,Introvert,Festive_F2,Ritual_S1,City_7,,Medium,PhD,,,,person806.p0806@kulsetufamily.com,da3129318e815189c6661654e8e71ea4a0bf7e54cd785112a2343ba6465e391f
P0807,F01,1,Person_807,M,South Asian,N/A,N/A,N/A,AFAIDI,01-01-1919,31-12-1997,79,84.55913978,Old Age,Green,Red,Dark,AB,No,No,No,Moustache,No,No,No,No,No,No,Introvert,Festive_F3,Ritual_S3,City_9,,Medium,PhD,,,,person807.p0807@kulsetufamily.com,bc96c13d0df7a1ba764028dafaba295d6c369d3e5034692d43ba9fd78702b3f8
P0808,F05,1,Person_808,M,Western European,N/A,N/A,N/A,GDFIDH,01-01-1914,01-01-1998,84,82.87634409,Organ Failure,Brown,Blonde,Dark,O,No,Yes,No,Full Beard,Yes,No,No,No,Yes,No,Calm,Festive_F1,Ritual_S1,Village_8,,High,High School,,,,person808.p0808@kulsetufamily.com,4223df6036941e78471d38f423a14045bc5ba94316cd15825a07ea77410340b1
P0809,F03,1,Person_809,M,Mixed,N/A,N/A,N/A,DADFIJ,01-01-1907,31-12-2001,95,83.27751196,Infection,Brown,Blonde,Medium,A,No,No,No,Full Beard,No,No,No,No,Yes,No,Calm,Festive_F3,Ritual_S1,City_5,,Medium,PhD,,,,person809.p0809@kulsetufamily.com,f0635b55ed77069bf13d7e14209da8f7430668f6407c8fdc6b4d1667c257ea3f
P0810,F02,1,Person_810,M,South Asian,N/A,N/A,N/A,FBBHGB,01-01-1915,01-01-1992,77,84.40932642,Old Age,Blue,Black,Light,B,No,Yes,No,Full Beard,No,No,No,No,Yes,No,Introvert,Festive_F3,Ritual_S3,City_3,,Medium,High School,,,,person810.p0810@kulsetufamily.com,11028c04d59711837296a06fd186f7bfbb5ea42fb0af2de06aee8d8e12913850
P0811,F02,1,Person_811,F,East Asian,N/A,N/A,N/A,DAHAAC,01-01-1902,01-01-1996,94,84.40932642,Old Age,Green,Brown,Light,O,No,No,No,N/A,No,No,No,No,Yes,No,Artistic,Festive_F1,Ritual_S1,Village_6,,Medium,Bachelor's,,,,person811.p0811@kulsetufamily.com,cf1db56b8578cfa5a3001420f5aab7608c18764cfabe3c37075efa16b3e2c050
P0812,F04,1,Person_812,F,Mixed,N/A,N/A,N/A,DEHHDG,01-01-1908,01-01-1992,84,82.9787234,Old Age,Green,Brown,Medium,B,No,No,No,N/A,No,No,No,No,Yes,No,Artistic,Sweet_R2,Ritual_S2,City_9,,Medium,PhD,,,,person812.p0812@kulsetufamily.com,d5e6934eae9e383c976c7a50a10f2b38b37d386c27d294beebe13b67a53eda3d
P0813,F05,1,Person_813,F,Mixed,N/A,N/A,N/A,IFGCHA,01-01-1908,31-12-1992,85,82.87634409,Old Age,Hazel,Gray,Light,B,No,No,No,N/A,No,No,No,No,Yes,No,Aggressive,Sweet_R2,Festival_U2,Village_9,,Low,PhD,,,,person813.p0813@kulsetufamily.com,54a9d285f5be5f1209a3f7d3f48c77c0d72bf628940bd97155e041f42a9cbd59
P0814,F02,1,Person_814,M,African,N/A,N/A,N/A,GIIHHB,01-01-1917,01-01-2010,93,84.40932642,Old Age,Hazel,Red,Medium,O,No,No,No,Full Beard,No,No,No,No,Yes,No,Introvert,Sweet_R2,Festival_U3,Village_3,,Low,High School,,,,person814.p0814@kulsetufamily.com,ceb97ef6e0112be21fb8736519be72e252dd0a4993a9e7d8a8b0b813f0bf1df5
P0815,F05,1,Person_815,F,East Asian,N/A,N/A,N/A,DIJAEI,01-01-1904,31-12-1994,91,82.87634409,Accident,Blue,Blonde,Dark,B,Yes,Yes,No,N/A,No,No,No,No,Yes,No,Extrovert,Festive_F2,Festival_U1,Village_4,,Medium,PhD,,,,person815.p0815@kulsetufamily.com,d918742cce4077b1b8390f212762a1f36b302a155cc256f3abe14acfd097f69d
P0816,F02,1,Person_816,F,Western European,N/A,N/A,N/A,IBFJDD,01-01-1910,31-12-2004,95,84.40932642,Accident,Blue,Red,Medium,AB,No,No,No,N/A,No,No,No,No,No,No,Artistic,Festive_F2,Ritual_S3,Village_9,,High,Bachelor's,,,,person816.p0816@kulsetufamily.com,ddac44816d47673a9e55151a77b9a6fe637f999cda8827150c36d2084a48e5e0
P0817,F02,1,Person_817,M,Mixed,N/A,N/A,N/A,IEHIJA,01-01-1916,31-12-2009,94,84.40932642,Infection,Blue,Brown,Medium,AB,Yes,No,No,Full Beard,No,No,No,No,No,No,Spiritual,Festive_F3,Ritual_S1,Village_9,,Medium,PhD,,,,person817.p0817@kulsetufamily.com,2aa8a7f465f9a8d807d3934394e7651a415d314e524b85299ca2996223352a3c
P0818,F03,1,Person_818,F,Mixed,N/A,N/A,N/A,EGJADD,01-01-1920,31-12-2006,87,83.27751196,Infection,Hazel,Black,Light,A,No,Yes,No,N/A,No,No,No,No,Yes,No,Artistic,Sweet_R2,Festival_U2,Village_9,,Low,Bachelor's,,,,person818.p0818@kulsetufamily.com,f98e4d13e5c69a511fcad59f3b09267015affaffdb14345780168080aa88f772
P0819,F01,1,Person_819,M,African,N/A,N/A,N/A,JEGIBC,01-01-1903,31-12-1985,83,84.55913978,Old Age,Brown,Blonde,Medium,O,No,No,No,Full Beard,No,No,No,No,Yes,No,Introvert,Festive_F2,Ritual_S1,City_3,,Low,Bachelor's,,,,person819.p0819@kulsetufamily.com,9afe4c4a899dc8da973aad97efa22cd2ca872cb97500f64891ddcf68dc2dab24
P0820,F05,1,Person_820,F,East Asian,N/A,N/A,N/A,AACHIE,01-01-1919,01-01-2000,81,82.87634409,Accident,Green,Brown,Light,B,No,Yes,No,N/A,No,No,No,No,Yes,No,Spiritual,Sweet_R1,Festival_U3,Village_1,,High,PhD,,,,person820.p0820@kulsetufamily.com,23cc48e30b0618163af9bd1e22a5112ea461cbe0382b3bc943117bbc0c9e1e41
P0821,F03,1,Person_821,M,African,N/A,N/A,N/A,DHAGAJ,01-01-1900,02-01-1992,92,83.27751196,Accident,Green,Blonde,Medium,O,No,No,No,Moustache,No,No,No,No,Yes,No,Spiritual,Festive_F1,Ritual_S2,Village_9,,Medium,PhD,,,,person821.p0821@kulsetufamily.com,20bd523494a0a904bcc6a6ac1023539b5f1348baa405b089c98433d42569a180
P0822,F02,1,Person_822,M,Mixed,N/A,N/A,N/A,IEHIEF,01-01-1911,31-12-1992,82,84.40932642,Accident,Blue,Blonde,Medium,A,No,No,No,Moustache,No,No,No,No,No,No,Artistic,Festive_F1,Festival_U3,Village_2,,Medium,High School,,,,person822.p0822@kulsetufamily.com,12c00b51bccbb8ff4d0698b6ae8ec0f1482d80441b538d9fd760bc5925c9d9bb
P0823,F01,1,Person_823,M,East Asian,N/A,N/A,N/A,ACBIED,01-01-1911,01-01-1999,88,84.55913978,Infection,Blue,Red,Medium,B,No,No,No,Moustache,No,No,No,No,No,No,Artistic,Sweet_R1,Ritual_S2,Village_1,,High,PhD,,,,person823.p0823@kulsetufamily.com,86faef24d5c09abad2f6f7c33a4eb589f541566bf1960f1eb03ba55dbd4c8c13
P0824,F01,1,Person_824,F,Mixed,N/A,N/A,N/A,HHDABI,01-01-1912,31-12-1989,78,84.55913978,Infection,Blue,Brown,Light,O,No,No,No,N/A,No,No,No,No,No,No,Aggressive,Festive_F3,Ritual_S2,Village_5,,Medium,PhD,,,,person824.p0824@kulsetufamily.com,f0d1c5cd1560bc329ef5a7594cfac9a531adc44b796070d80056c0ca50c4b388
P0825,F05,1,Person_825,M,Western European,N/A,N/A,N/A,HCBJAH,01-01-1903,01-01-1995,92,82.87634409,Infection,Green,Blonde,Light,O,No,Yes,No,Full Beard,No,No,No,No,No,No,Spiritual,Festive_F3,Ritual_S3,Village_5,,Low,PhD,,,,person825.p0825@kulsetufamily.com,f90a7cc9e87692f7c74dcedab670c8290c5a60d130fa76331f22d065f9b57475
P0826,F03,1,Person_826,F,East Asian,N/A,N/A,N/A,GAGBGB,01-01-1905,01-01-1989,84,83.27751196,Accident,Hazel,Blonde,Medium,O,Yes,No,No,N/A,No,No,Yes,No,No,No,Extrovert,Festive_F2,Festival_U3,Village_2,,Low,Bachelor's,,,,person826.p0826@kulsetufamily.com,8dbe333305ddf4f8f5c4dbec049fa341768c0cdd1cae7fab6ae445a768406845
P0827,F02,1,Person_827,M,African,N/A,N/A,N/A,DAJBBF,01-01-1915,31-12-2005,91,84.40932642,Old Age,Blue,Brown,Medium,B,Yes,No,No,Moustache,No,No,No,No,Yes,No,Spiritual,Sweet_R2,Ritual_S1,City_5,,High,Bachelor's,,,,person827.p0827@kulsetufamily.com,df8580aa3018c67b7433a732b1a851e6fcc13a966be666ebb819bde2ca40ce50
P0828,F04,1,Person_828,F,Western European,N/A,N/A,N/A,FGFAGJ,01-01-1910,01-01-1988,78,82.9787234,Old Age,Hazel,Black,Light,AB,No,No,No,N/A,No,No,No,No,Yes,No,Introvert,Sweet_R2,Ritual_S3,City_9,,Low,PhD,,,,person828.p0828@kulsetufamily.com,2405905fe9a0fac00f54c25b46207138acf473fab668a41f8075c1d40083eb9e
P0829,F04,1,Person_829,F,African,N/A,N/A,N/A,AGHAIG,01-01-1910,31-12-1984,75,82.9787234,Old Age,Hazel,Gray,Medium,O,No,No,No,N/A,No,No,No,No,Yes,No,Extrovert,Sweet_R3,Ritual_S1,Village_1,,Low,High School,,,,person829.p0829@kulsetufamily.com,d1729851c299c22fbeb59a0db5bf3addd4437958557fc7bee5c1858af17e6a66
P0830,F01,1,Person_830,M,Mixed,N/A,N/A,N/A,BEBFGF,01-01-1901,01-01-1986,85,84.55913978,Accident,Hazel,Blonde,Dark,A,Yes,Yes,No,Moustache,No,No,No,No,Yes,No,Aggressive,Festive_F1,Festival_U2,City_4,,Medium,Bachelor's,,,,person830.p0830@kulsetufamily.com,364850580891919d343efc390c25844c530ed6f7c6389d3c5c56df4c1f8d8652
P0831,F03,1,Person_831,F,South Asian,N/A,N/A,N/A,GICGEE,01-01-1911,31-12-1985,75,83.27751196,Infection,Brown,Brown,Medium,A,No,Yes,No,N/A,No,No,No,No,Yes,No,Aggressive,Festive_F2,Ritual_S3,City_1,,High,Bachelor's,,,,person831.p0831@kulsetufamily.com,026702058f14de578ff6d2988d9bffd364004724417fcfe24ccdc86e5bc54ede
P0832,F03,1,Person_832,M,African,N/A,N/A,N/A,FABIHF,01-01-1914,01-01-1986,72,83.27751196,Accident,Blue,Red,Medium,B,No,No,No,Moustache,Yes,No,No,No,No,No,Aggressive,Festive_F2,Ritual_S3,Village_2,,Low,PhD,,,,person832.p0832@kulsetufamily.com,fbfbf03ccd49d75d4e52ea90dcc8e403b749c29bbfed82fce6589da40d8c564c
P0833,F05,1,Person_833,M,African,N/A,N/A,N/A,BFJAHB,01-01-1903,31-12-1997,95,82.87634409,Accident,Blue,Gray,Dark,AB,No,Yes,No,Moustache,No,No,No,No,Yes,No,Spiritual,Sweet_R1,Ritual_S1,Village_6,,High,PhD,,,,person833.p0833@kulsetufamily.com,867123eef69afeecddefa319147a12b749cf35179339b00b52e9b92a851f03aa
P0834,F01,1,Person_834,M,South Asian,N/A,N/A,N/A,CGEBJB,01-01-1911,31-12-2001,91,84.55913978,Old Age,Hazel,Gray,Medium,A,No,No,No,Full Beard,No,No,No,No,No,No,Calm,Sweet_R3,Ritual_S3,City_6,,Medium,PhD,,,,person834.p0834@kulsetufamily.com,419deb0bc21303b8bbbf866dceadb43f67b37a3531acf7b8c3c140a797c5b278
P0835,F01,1,Person_835,F,East Asian,N/A,N/A,N/A,EIBDCG,01-01-1916,31-12-1994,79,84.55913978,Accident,Hazel,Red,Medium,B,Yes,No,No,N/A,No,No,No,No,No,No,Extrovert,Festive_F2,Festival_U3,City_1,,High,Bachelor's,,,,person835.p0835@kulsetufamily.com,4909f0c821a753a7bc291aab70f7cc646cea73c678c9e2bd19e9defd6c9fe19b
P0836,F03,1,Person_836,F,East Asian,N/A,N/A,N/A,CDJGCB,01-01-1918,01-01-2007,89,83.27751196,Infection,Brown,Black,Light,O,No,No,No,N/A,No,No,No,No,Yes,No,Artistic,Sweet_R2,Ritual_S2,Village_5,,Low,High School,,,,person836.p0836@kulsetufamily.com,c4eda27cca2e5bef6765e088c9158823b36c0d4a553e40a9fb4b74e70be6899a
P0837,F01,1,Person_837,M,Mixed,N/A,N/A,N/A,IDAHIE,01-01-1907,01-01-1988,81,84.55913978,Accident,Hazel,Gray,Light,O,No,No,No,Full Beard,No,No,No,No,Yes,No,Aggressive,Festive_F2,Ritual_S1,City_4,,Low,Bachelor's,,,,person837.p0837@kulsetufamily.com,ca5ffc50a1270018adb0903f97b75b544e22b4beb65343655fe737a949d6a431
P0838,F04,1,Person_838,F,South Asian,N/A,N/A,N/A,BDIJGB,01-01-1919,31-12-2004,86,82.9787234,Infection,Green,Gray,Medium,B,No,No,No,N/A,Yes,No,No,No,Yes,No,Spiritual,Sweet_R1,Festival_U1,City_5,,Low,Bachelor's,,,,person838.p0838@kulsetufamily.com,ba13b63baa362953e781606fff0f5038525f052427fe87bbb726fa3cc3d8455e
P0839,F05,1,Person_839,F,Western European,N/A,N/A,N/A,BAGAJI,01-01-1902,31-12-1968,67,82.87634409,Organ Failure,Green,Gray,Medium,A,No,Yes,No,N/A,Yes,No,No,No,Yes,No,Extrovert,Sweet_R1,Ritual_S1,Village_3,,Medium,High School,,,,person839.p0839@kulsetufamily.com,5d3557c612e50583749fc75ed99e3421f5d3bff7fee5f495d95cafad3d695559
P0840,F03,1,Person_840,M,Western European,N/A,N/A,N/A,GDHAEC,01-01-1912,01-01-2000,88,83.27751196,Accident,Brown,Red,Dark,A,No,No,No,Moustache,No,No,No,No,No,No,Aggressive,Festive_F3,Ritual_S1,City_8,,Low,PhD,,,,person840.p0840@kulsetufamily.com,15196964fcf7da0f54088baf537c0d28940ca1257ec80bb48b9f0e4515b4dd75
P0841,F03,1,Person_841,F,Mixed,N/A,N/A,N/A,HFIAHE,01-01-1911,31-12-1997,87,83.27751196,Infection,Brown,Black,Dark,A,No,No,No,N/A,No,No,No,No,No,No,Calm,Festive_F2,Festival_U2,Village_8,,Low,Bachelor's,,,,person841.p0841@kulsetufamily.com,d5e6bf3e58aecdf4d3cf8d0b235eaacd80a7674333ae620e9abd21d1ec717138
P0842,F03,1,Person_842,M,South Asian,N/A,N/A,N/A,EHDIAI,01-01-1919,31-12-2000,82,83.27751196,Infection,Blue,Red,Medium,O,No,No,No,Full Beard,No,No,No,No,No,No,Calm,Sweet_R1,Ritual_S3,City_3,,Low,High School,,,,person842.p0842@kulsetufamily.com,576d99f2a257046832c52efe2b3c8565bfb03476da0bca9f90e8f1c4280c01ed
P0843,F05,1,Person_843,F,East Asian,N/A,N/A,N/A,BIFEIF,01-01-1916,31-12-1992,77,82.87634409,Old Age,Green,Black,Dark,B,Yes,No,No,N/A,No,No,No,No,Yes,No,Spiritual,Festive_F3,Festival_U1,City_4,,Medium,Bachelor's,,,,person843.p0843@kulsetufamily.com,1d563a4c7faaa39ac4010656f81fe9ad584a45c4eaae9602ee9ffc02cb4078d9
P0844,F03,1,Person_844,M,Western European,N/A,N/A,N/A,HJEBFB,01-01-1910,01-01-1999,89,83.27751196,Accident,Hazel,Blonde,Dark,AB,No,No,No,Moustache,No,No,No,No,No,No,Artistic,Festive_F3,Ritual_S2,City_8,,Low,Bachelor's,,,,person844.p0844@kulsetufamily.com,c016f3139db8eeb4dc60f1ebffe9bfaf834934933de2285ef6c9475452859562
P0845,F02,1,Person_845,M,Western European,N/A,N/A,N/A,BEHCJC,01-01-1907,01-01-1987,80,84.40932642,Old Age,Brown,Blonde,Medium,AB,No,No,No,Full Beard,No,No,No,No,Yes,No,Introvert,Festive_F1,Festival_U3,City_1,,Medium,PhD,,,,person845.p0845@kulsetufamily.com,7072344cef2162a8ed99c00783c4568f1761991e44fbf710df2580d669d36788
P0846,F05,1,Person_846,F,Mixed,N/A,N/A,N/A,DGIBFE,01-01-1912,01-01-1992,80,82.87634409,Old Age,Green,Brown,Dark,O,Yes,No,No,N/A,No,No,No,No,No,No,Spiritual,Sweet_R3,Ritual_S3,Village_6,,High,PhD,,,,person846.p0846@kulsetufamily.com,af38ef68636df53cc11630a77568609c6ed61c4123c53cd5485e9f670e3b5aee
P0847,F04,1,Person_847,M,Western European,N/A,N/A,N/A,IECGBA,01-01-1913,01-01-2006,93,82.9787234,Old Age,Brown,Red,Medium,B,No,No,No,Full Beard,No,No,No,No,Yes,No,Calm,Sweet_R3,Festival_U3,Village_5,,Medium,High School,,,,person847.p0847@kulsetufamily.com,557d7fa70b9d5a3d79b5e62419d630fa7d78da5e865335c24a382bec01b8d1bf
P0848,F01,1,Person_848,F,East Asian,N/A,N/A,N/A,EABFII,01-01-1902,01-01-1990,88,84.55913978,Accident,Hazel,Brown,Dark,O,No,Yes,No,N/A,No,No,No,No,Yes,No,Spiritual,Festive_F2,Festival_U3,Village_8,,Low,High School,,,,person848.p0848@kulsetufamily.com,e816e018f869656c7261d693bcb06902eb36237fe879d53423ee871576a57ad1
P0849,F04,1,Person_849,M,Western European,N/A,N/A,N/A,AHFIGI,01-01-1919,31-12-1993,75,82.9787234,Accident,Brown,Brown,Medium,O,Yes,No,No,Moustache,No,No,No,No,Yes,No,Artistic,Sweet_R3,Festival_U3,City_7,,Medium,Bachelor's,,,,person849.p0849@kulsetufamily.com,1efbccee34e803596db2f0909610e05005a1a24b9abe4ac3fb1ac36f502ec69e
